CASE_STATUS,EMPLOYER_NAME,SOC_NAME,JOB_TITLE,FULL_TIME_POSITION,PREVAILING_WAGE,YEAR,WORKSITE,lon,lat
CERTIFIED,BIN INSURANCE HOLDINGS LLC,GENERAL AND OPERATIONS MANAGERS,PRODUCT MANAGER,Y,110490,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
CERTIFIED,"BRIDGEWATER ASSOCIATES, LP",GENERAL AND OPERATIONS MANAGERS,SENIOR PRODUCT MANAGER,Y,212035,2016,"WESTPORT, CONNECTICUT",-73.3579049,41.1414717
CERTIFIED,"ILLUMINA, INC.",GENERAL AND OPERATIONS MANAGERS,"STAFF PROJECT MANAGER, BUSINESS PROCESS EXPERT",Y,122034,2016,"SAN DIEGO, CALIFORNIA",-117.1610838,32.715738
CERTIFIED,"GOLDEN TOO CO., INC.",GENERAL AND OPERATIONS MANAGERS,PRODUCTION MANAGER,Y,74401.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,"TARGET ENTERPRISE, INC.",GENERAL AND OPERATIONS MANAGERS,SR. GROUP PRODUCT MANAGER,Y,155418,2016,"SUNNYVALE, CALIFORNIA",-122.0363496,37.36883
CERTIFIED,SI COMMUNICATIONS INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,54059.2,2016,"UNION CITY, GEORGIA",NA,NA
CERTIFIED,"ZEOMEGA, INC.",GENERAL AND OPERATIONS MANAGERS,ASSOCIATE DIRECTOR,N,62629,2016,"PLANO, TEXAS",-96.6988856,33.0198431
CERTIFIED,PLASTIC MOLDING TECHNOLOGY INC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,Y,97270,2016,"EL PASO, TEXAS",-106.4850217,31.7618778
CERTIFIED,"ZEOMEGA, INC.",GENERAL AND OPERATIONS MANAGERS,ASSOCIATE DIRECTOR,Y,100214,2016,"PLANO, TEXAS",-96.6988856,33.0198431
CERTIFIED,SALESFORCE.COM INC.,GENERAL AND OPERATIONS MANAGERS,"PRINCIPAL, CUSTOMER SUCCESS MANAGER",Y,107515,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
CERTIFIED,ALIGNED TELEHEALTH INC.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS RESEARCH ASSOCIATE,N,57034,2016,"AGOURA HILLS, CALIFORNIA",-118.7616764,34.1533395
CERTIFIED,"FIVEPALLS, INC",GENERAL AND OPERATIONS MANAGERS,PRESIDENT,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,"WESTBON, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATION MANAGER,N,48339,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
CERTIFIED,"UBER TECHNOLOGIES, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR OPERATIONS AND LOGISTICS MANAGER,N,69514,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
CERTIFIED,YUMA REGIONAL MEDICAL CENTER,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,N,66768,2016,"YUMA, ARIZONA",-114.6276916,32.6926512
CERTIFIED,"SSI SERVICES, INC",GENERAL AND OPERATIONS MANAGERS,BUSINESS DEVELOPMENT DIRECTOR,Y,167898,2016,"GARNER, NORTH CAROLINA",NA,NA
CERTIFIED,UST GLOBAL INC,GENERAL AND OPERATIONS MANAGERS,SENIOR MANAGER OPERATIONS,Y,95098,2016,"ALISO VIEJO, CALIFORNIA",-117.7256083,33.5676842
CERTIFIED,MELTING POT HOSPITALITY CORP,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,55640,2016,"BEACON, NEW YORK",NA,NA
CERTIFIED,VENTUREWELL,GENERAL AND OPERATIONS MANAGERS,"PROGRAM OFFICER, GLOBAL INNOVATION IN SCIENCE AND TECHNOLOGY",N,55806,2016,"HADLEY, MASSACHUSETTS",-72.5884222,42.3417565
CERTIFIED,"1 HOTEL SOUTH BEACH, INC.",GENERAL AND OPERATIONS MANAGERS,RESIDENCE OPERATIONS MANAGER,N,69514,2016,"MIAMI BEACH, FLORIDA",-80.1300455,25.790654
CERTIFIED,"THE CLARO GROUP, LLC",GENERAL AND OPERATIONS MANAGERS,SR. CONSULTING PRACTICE MANAGER,Y,110490,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
CERTIFIED,"ANSWERS IN GENESIS, INC.",GENERAL AND OPERATIONS MANAGERS,EXECUTIVE DIRECTOR OF OPERATIONS,Y,80579,2016,"PETERSBURG, KENTUCKY",NA,NA
CERTIFIED,EVIDATION HEALTH INC.,GENERAL AND OPERATIONS MANAGERS,VP BUSINESS DEVELOPMENT,N,15467,2016,"MENLO PARK, CALIFORNIA",-122.1817252,37.4529598
CERTIFIED,"JAMSAN HOTEL MANAGEMENT, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,70117,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
WITHDRAWN,TRAVEL CHOICE INC,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,N,51355,2016,"SLIDELL, LOUISIANA",-89.7811745,30.2751945
CERTIFIED,AXWAY INC.,GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, SUPPLY CHAIN",Y,109221,2016,"PHOENIX, ARIZONA",-112.0740373,33.4483771
CERTIFIED,AMGEN INC.,GENERAL AND OPERATIONS MANAGERS,STRATEGY SR. MANAGER,Y,121514,2016,"THOUSAND OAKS, CALIFORNIA",-118.8375937,34.1705609
CERTIFIED,"WAL-MART ASSOCIATES, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGER AUDIT SERVICES INFORMATION TECHNOLOGY,N,41413,2016,"BENTONVILLE, ARKANSAS",-94.2088172,36.3728538
CERTIFIED,LEVI STRAUSS & CO.,GENERAL AND OPERATIONS MANAGERS,PLANNING MANAGER,Y,109595,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
CERTIFIED,"THE MASCHHOFFS, LLC",GENERAL AND OPERATIONS MANAGERS,"GENERAL MANAGER, PRODUCTION OPERATIONS",Y,123490,2016,"COLUMBUS, NEBRASKA",NA,NA
DENIED,VALSFER INC.,GENERAL AND OPERATIONS MANAGERS,CEO,Y,109595,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
WITHDRAWN,KNORR-BREMSE POWERTECH CORP. USA,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,101067,2016,"MT. OLIVE, NEW JERSEY",NA,NA
CERTIFIED-WITHDRAWN,"GRASSLANDS CONSULTANTS, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,80454,2016,"MONETT, MISSOURI",NA,NA
CERTIFIED,EURO CAPITAL PROPERTIES LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OFFICE OPERATIONS,Y,77626,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
CERTIFIED,"PLATINUM ENERGY SOLUTIONS, LLC",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,54059,2016,"NORCROSS, GEORGIA",-84.2135309,33.9412127
CERTIFIED,"CHENG'S GARDEN, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,46675.2,2016,"TYLER, TEXAS",-95.3010624,32.3512601
CERTIFIED,"KENNECOTT UTAH COPPER, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER - ENGINEERING AND PROJECTS,Y,124322,2016,"SOUTH JORDAN, UTAH",-111.929658,40.5621704
CERTIFIED,"CHENG'S SUPER BUFFET, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,57990.4,2016,"SHREVEPORT, LOUISIANA",-93.7501789,32.5251516
CERTIFIED,TRAVEL CHOICE INC,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,N,51355,2016,"SLIDELL, LOUISIANA",-89.7811745,30.2751945
CERTIFIED,"NEW RELIC, INC.",GENERAL AND OPERATIONS MANAGERS,"SENIOR MANAGER, BUSINESS OPERATIONS",Y,109596,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
CERTIFIED-WITHDRAWN,AALIA HOSPITALITY CORP.,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,57803,2016,"SUFFOLK, VIRGINIA",NA,NA
CERTIFIED,ADOBE SYSTEMS INCORPORATED,GENERAL AND OPERATIONS MANAGERS,PRODUCT MARKETING MANAGER,Y,109595,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
CERTIFIED,MEMORIAL RESOURCE DEVELOPMENT CORP,GENERAL AND OPERATIONS MANAGERS,"MANAGER, STRATEGIC PLANNING",Y,138400,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
CERTIFIED,"LOOKOUT, INC.",GENERAL AND OPERATIONS MANAGERS,PARTNER PRODUCT MANAGER,Y,109595,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
CERTIFIED,ADOBE SYSTEMS INCORPORATED,GENERAL AND OPERATIONS MANAGERS,PRODUCT MARKETING MANAGER,Y,109595,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
CERTIFIED,"A.B. DATA, LTD",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, CLASS ACTION OPERATIONS",Y,85426,2016,"MILWAUKEE, WISCONSIN",-87.9064736,43.0389025
CERTIFIED,APTTUS CORPORATION,GENERAL AND OPERATIONS MANAGERS,TECHNICAL MANAGER,Y,76000,2016,"SAN MATEO, CALIFORNIA",-122.3255254,37.5629917
CERTIFIED,BBS USA LLC,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,Y,166941,2016,"FT. LAUDERDALE, FLORIDA",-80.1373174,26.1224386
CERTIFIED,SHAH DISTRIBUTORS INC.,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF OPERATIONS,Y,92352,2016,"COMMERCE, CALIFORNIA",-118.1597929,34.0005691
CERTIFIED,GRAND CANYON UNIVERSITY,GENERAL AND OPERATIONS MANAGERS,ASSOCIATE DIRECTOR OF BASKETBALL OPERATIONS,N,47882,2016,"PHOENIX, ARIZONA",-112.0740373,33.4483771
CERTIFIED,"A.B. DATA, LTD",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, CLASS ACTION OPERATIONS",Y,119267,2016,"MILWAUKEE, WISCONSIN",-87.9064736,43.0389025
CERTIFIED,"WAL-MART ASSOCIATES, INC.",GENERAL AND OPERATIONS MANAGERS,"MANAGER, OPERATIONS",Y,109595,2016,"SAN BRUNO, CALIFORNIA",-122.4110835,37.6304904
CERTIFIED,"AVIATION DYNAMIX, LLC",GENERAL AND OPERATIONS MANAGERS,MAINTENANCE OPERATIONS MANAGER,N,59675,2016,"WICHITA, KANSAS",-97.330053,37.6871761
CERTIFIED-WITHDRAWN,DAVITA INC.,GENERAL AND OPERATIONS MANAGERS,SR MANAGER CUSTOMER EXPERIENCE,Y,100214,2016,"COPPELL, TEXAS",-97.0150078,32.9545687
CERTIFIED,KRAFT HEINZ FOODS COMPANY,GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT AND GENERAL MANAGER EXPORT,Y,141565,2016,"CHICAGO, ILLINOIS",-87.6297982,41.8781136
CERTIFIED,"NORTH AMERICAN BLUE TIGER COMPANY, LLC",GENERAL AND OPERATIONS MANAGERS,HEAD OF BUSINESS DEVELOPMENT,N,45905.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,"NEUROPAINCARE, P.C.",GENERAL AND OPERATIONS MANAGERS,MEDICAL PRACTICE SERVICES MANAGER,Y,74402,2016,"FRESH MEADOWS, NEW YORK",-73.7801447,40.7335179
CERTIFIED,"MARSH USA, INC.",GENERAL AND OPERATIONS MANAGERS,REGIONAL AFFINITY LEADER,Y,168542,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
CERTIFIED,SCREEN ACTORS GUILD-AMERICAN FEDERATION OF TELEVISION AND RADIO ARTIST,GENERAL AND OPERATIONS MANAGERS,"EXECUTIVE DIRECTOR, CONTRACTS ADMINISTRATION AND ENFORCEMENT",Y,163010,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
WITHDRAWN,THE HALAL GUYS FRANCHISE INC.,GENERAL AND OPERATIONS MANAGERS,"DIR. DEVELOPMENT, MIDDLE EAST REGIONAL OPERATIONS",Y,117436.8,2016,"HACKENSACK, NEW JERSEY",-74.0434736,40.8859325
CERTIFIED,"ANSWERS IN GENESIS, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,80579,2016,"PETERSBURG, KENTUCKY",NA,NA
CERTIFIED,"WAL-MART ASSOCIATES, INC.",GENERAL AND OPERATIONS MANAGERS,PROJECT MANAGER III,N,41413,2016,"BENTONVILLE, ARKANSAS",-94.2088172,36.3728538
CERTIFIED,VINOUS MEDIA LLC,GENERAL AND OPERATIONS MANAGERS,EXECUTIVE VICE PRESIDENT,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,"WAL-MART ASSOCIATES, INC.",GENERAL AND OPERATIONS MANAGERS,PROJECT MANAGER III,N,41413,2016,"BENTONVILLE, ARKANSAS",-94.2088172,36.3728538
CERTIFIED,PATRICIAS FLOORING INC,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,Y,74402,2016,"ASTORIA, NEW YORK",-73.9234619,40.7643574
CERTIFIED,"NICE SYSTEMS, INC.",GENERAL AND OPERATIONS MANAGERS,"GENERAL MANAGER, ENTERPRISE WORKFORCE OPTIMIZATION LOB",Y,203486,2016,"PARAMUS, NEW JERSEY",-74.0754189,40.9445428
CERTIFIED,ANNA HU LLC,GENERAL AND OPERATIONS MANAGERS,BUSINESS OPERATIONS MANAGER,Y,74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,SUNSHINE TECHNOLOGIES INC,GENERAL AND OPERATIONS MANAGERS,PRODUCT MANAGER,N,68702.4,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
CERTIFIED,"GARTNER, INC.",GENERAL AND OPERATIONS MANAGERS,CORP DEVELOPMENT MANAGER,Y,121160,2016,"STAMFORD, CONNECTICUT",-73.5387341,41.0534302
CERTIFIED,WESTFIELD LLC,GENERAL AND OPERATIONS MANAGERS,EXECUTIVE VICE PRESIDENT OF DEVELOPMENT,Y,163010,2016,"CENTURY CITY, CALIFORNIA",-118.4133894,34.0536608
WITHDRAWN,TORM USA LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,101192,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
CERTIFIED,"SIRI GRANITE, INC.",GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATION MANAGER,N,64002,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
CERTIFIED,"BIOM&ÉRIEUX, INC.",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, BUSIENSS DEVELOPMENT & STRATEGIC ALLIANCE",Y,182291,2016,"CAMBRIDGE, MASSACHUSETTS",-71.1097335,42.3736158
CERTIFIED,20 BMA 38 CORP,GENERAL AND OPERATIONS MANAGERS,GROUP GENERAL MANAGER,Y,74402,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,"PRESCIENT HEALTHCARE GROUP, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGING PRINCIPAL,Y,105467,2016,"SAN MATEO, CALIFORNIA",-122.3255254,37.5629917
CERTIFIED,DUAL PLANE LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,50482,2016,"SUGAR CREEK, MISSOURI",NA,NA
CERTIFIED,"DAVITA, INC.",GENERAL AND OPERATIONS MANAGERS,REDWOODS RESIDENT,Y,97448,2016,"DENVER, COLORADO",-104.990251,39.7392358
CERTIFIED,"TURF INDUSTRY, INC.",GENERAL AND OPERATIONS MANAGERS,REGIONAL MANAGER,N,55702,2016,"ELKHORN, NEBRASKA",-96.2368465,41.2831958
CERTIFIED,GOOD VALUE FOOD INC. DBA DABBAWALLA/BOMBAY BISTRO,GENERAL AND OPERATIONS MANAGERS,FOOD & BEVERAGE MANAGER - FLIGHT KITCHEN,Y,86132.8,2016,"SUMMIT, NEW JERSEY",-74.3646122,40.7146376
CERTIFIED,"COMPREX, LLC",GENERAL AND OPERATIONS MANAGERS,INDUSTRIAL OPERATIONS MANAGER,N,48380.8,2016,"DE PERE, WISCONSIN",-88.0603806,44.4488805
CERTIFIED,BUILDING MARKETS LTD,GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,100568,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,JUDGE TECHNICAL SERVICES INC,GENERAL AND OPERATIONS MANAGERS,SENIOR VICE PRESIDENT GLOBAL DELIVERY,Y,174429,2016,"WEST CONSHOHOCKEN, PENNSYLVANIA",-75.3162951,40.0698321
CERTIFIED,"NORDSTROM, INC.",GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, SUPPLY CHAIN AND OPERATIONS",Y,162989,2016,"SEATTLE, WASHINGTON",-122.3320708,47.6062095
CERTIFIED,CHINA TV MEDIA GROUP USA,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,57034,2016,"IRWINDALE, CALIFORNIA",-117.9353413,34.1069527
CERTIFIED,VALSFER INC.,GENERAL AND OPERATIONS MANAGERS,CEO,Y,109595,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
CERTIFIED,"DURAN ACCOUNTING SOLUTIONS, LLC",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,47882,2016,"MESA, ARIZONA",-111.8314724,33.4151843
CERTIFIED,PANDA EXPRESS INC.,GENERAL AND OPERATIONS MANAGERS,AREA COACH OPERATIONS-IN TRAINING,N,43202,2016,"CEDAR RAPIDS, IOWA",-91.6656232,41.9778795
CERTIFIED,"TERRATHERM, INC",GENERAL AND OPERATIONS MANAGERS,MANAGER OF TECHNOLOGY TEAM,Y,136739,2016,"GARDNER, MASSACHUSETTS",NA,NA
CERTIFIED,"GIPHX10,LLC",GENERAL AND OPERATIONS MANAGERS,FRONT OFFICE MANAGER,N,47882,2016,"PHOENIX, ARIZONA",-112.0740373,33.4483771
CERTIFIED,"PLATINUM ENERGY SOLUTIONS, LLC",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,54059,2016,"NORCROSS, GEORGIA",-84.2135309,33.9412127
CERTIFIED,MULAN INTERNATIONAL LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,45323.2,2016,"GERMANTOWN, TENNESSEE",-89.8100858,35.0867577
CERTIFIED,VEGLAND FARM LLC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,74464,2016,"SOUTHAMPTON, NEW JERSEY",NA,NA
CERTIFIED,EASTWARD HO! COUNTRY CLUB,GENERAL AND OPERATIONS MANAGERS,MANAGER/CHEF DE CUISINE,N,54454.4,2016,"CHATHAM, MASSACHUSETTS",NA,NA
CERTIFIED,ROTATION DYNAMICS CORPORATION,GENERAL AND OPERATIONS MANAGERS,"VICE PRESIDENT, ROLLER OPERATIONS NORTH AMERICA & UK",Y,141565,2016,"ROMEOVILLE, ILLINOIS",-88.0895061,41.6475306
CERTIFIED,"BRIDGEWATER ASSOCIATES, LP",GENERAL AND OPERATIONS MANAGERS,SENIOR PRODUCT MANAGER,Y,212035,2016,"WILTON, CONNECTICUT",-73.4378988,41.1953739
CERTIFIED,"STAGE AI, INC",GENERAL AND OPERATIONS MANAGERS,PROGRAM DIRECTOR,Y,74401.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,"NUOVE SALES, INC.",GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGEMENT ASSOCIATE,N,57034,2016,"LOS ANGELES, CALIFORNIA",-118.2436849,34.0522342
CERTIFIED,"DAVITA, INC.",GENERAL AND OPERATIONS MANAGERS,REDWOODS RESIDENT,Y,101400,2016,"MALVERN, PENNSYLVANIA",-75.5138118,40.0362184
CERTIFIED,RUKHI CORPORATION,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,N,64002,2016,"HOUSTON, TEXAS",-95.3698028,29.7604267
CERTIFIED,"AUTO PARTNERS I, LLC",GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,151653,2016,"VERO BEACH, FLORIDA",-80.3972736,27.6386434
CERTIFIED,"PHI, INC.",GENERAL AND OPERATIONS MANAGERS,"MANAGER, GLOBAL STANDARDS",Y,119642,2016,"LAFAYETTE, LOUISIANA",-92.0198427,30.2240897
CERTIFIED,"WORLD JEWISH CONGRESS, LLC",GENERAL AND OPERATIONS MANAGERS,CHIEF EXECUTIVE OFFICER AND EXECUTIVE VICE PRESIDENT,Y,203486,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,GLOBAL FUND FOR CHILDREN,GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT FINANCE & OPERATIONS,Y,145538,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
DENIED,MAFE CORPORATION,GENERAL AND OPERATIONS MANAGERS,MANAGER,N,57033.6,2016,"INGLEWOOD, CALIFORNIA",-118.3531311,33.9616801
CERTIFIED-WITHDRAWN,COMPASS GROUP USA INC.,GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF DINING SERVICES,N,51480,2016,"EMPORIA, KANSAS",NA,NA
CERTIFIED,STERKLY SERVICES LLC,GENERAL AND OPERATIONS MANAGERS,SENIOR VICE PRESIDENT OF OPERATIONS,Y,122034,2016,"CARLSBAD, CALIFORNIA",-117.3505939,33.1580933
CERTIFIED,"CPR&R, LLC",GENERAL AND OPERATIONS MANAGERS,STRATEGY & OPERATIONS MANAGER,N,62629,2016,"PLANO, TEXAS",-96.6988856,33.0198431
CERTIFIED,"INFINITY ANCILLARY HEALTH GROUP, LLC",GENERAL AND OPERATIONS MANAGERS,STRATEGY & OPERATIONS MANAGER,N,62629,2016,"DALLAS, TEXAS",-96.7969879,32.7766642
DENIED,"WORLD JEWISH CONGRESS, LLC",GENERAL AND OPERATIONS MANAGERS,EXECUTIVE DIRECTOR OF PROGRAMS,Y,203486,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,"NATIONWIDE TRANSPORTATION GROUP, INC",GENERAL AND OPERATIONS MANAGERS,PROJECT MANAGER,N,69514,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
DENIED,ENDO PHARMACEUTICALS INC.,GENERAL AND OPERATIONS MANAGERS,PRESIDENT INTERNATIONAL AND EVP OF BUSINESS DEVELOPMENT,Y,174429,2016,"MALVERN, PENNSYLVANIA",-75.5138118,40.0362184
CERTIFIED,"COMMUNITY SERVICES ASSOCIATES, INC",GENERAL AND OPERATIONS MANAGERS,SECURITY OPERATIONS MANAGER,N,37294,2016,"HILTON HEAD ISLAND, SOUTH CAROLINA",-80.752608,32.216316
CERTIFIED,RKRG CORP.,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,Y,70117,2016,"BOSTON, MASSACHUSETTS",-71.0588801,42.3600825
CERTIFIED,"FLEXPORT, INC.",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,150467,2016,"SAN FRANCISCO, CALIFORNIA",-122.4194155,37.7749295
CERTIFIED,EMH INC,GENERAL AND OPERATIONS MANAGERS,OPERATIONS MANAGER,Y,110594,2016,"VALLEY CITY, OHIO",NA,NA
CERTIFIED,"SPAIN-US CHAMBER OF COMMERCE, INC",GENERAL AND OPERATIONS MANAGERS,INTERNATIONAL TRADE MANAGER,N,69513.6,2016,"MIAMI, FLORIDA",-80.1917902,25.7616798
CERTIFIED,"EVERGREEN PEST CONTROL, LLC",GENERAL AND OPERATIONS MANAGERS,CHIEF OPERATING OFFICER,Y,78541,2016,"GLENDALE, ARIZONA",-112.1859866,33.5386523
CERTIFIED,"GOLDEN TOO CO., INC.",GENERAL AND OPERATIONS MANAGERS,PRODUCTION MANAGER,Y,74401.6,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,"AI CONCEPTS, INC.",GENERAL AND OPERATIONS MANAGERS,SENIOR PROJECT MANAGER,N,57034,2016,"WOODLAND HILLS, CALIFORNIA",-118.6089752,34.165357
CERTIFIED,"HSBC BANK USA, N.A.",GENERAL AND OPERATIONS MANAGERS,BUSINESS MANAGER,Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,"SIMON PROPERTY GROUP ADMINISTRATIVE SERVICES PARTNERSHIP, L.P.",GENERAL AND OPERATIONS MANAGERS,"SENIOR DIRECTOR, SUSTAINABILITY",Y,117437,2016,"NEW YORK, NEW YORK",-74.0059413,40.7127837
CERTIFIED,"STRONG ARM TECHNOLOGIES, INC.",GENERAL AND OPERATIONS MANAGERS,CLIENT ANALYSTS AND STRATEGY MANAGER,Y,74402,2016,"BROOKLYN, NEW YORK",-73.9441579,40.6781784
CERTIFIED,INNOTHIUM LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL MANAGER,N,47985.6,2016,"ALBUQUERQUE, NEW MEXICO",-106.6055534,35.0853336
CERTIFIED,"S&D COFFEE, INC.",GENERAL AND OPERATIONS MANAGERS,DIRECTOR OF CORPORATE SOCIAL RESPONSIBILITY & SUSTAINABILITY,N,64792,2016,"CONCORD, NORTH CAROLINA",-80.579511,35.4087517
CERTIFIED,"SCHNEIDER ELECTRIC USA, INC.",GENERAL AND OPERATIONS MANAGERS,STRATEGIC ACCOUNT EXECUTIVE,Y,164528,2016,"PLEASANTON, CALIFORNIA",-121.8746789,37.6624312
CERTIFIED,SHIPPAN RACQUET CLUB,GENERAL AND OPERATIONS MANAGERS,BUSINESS OPERATIONS MANAGER,Y,75732.8,2016,"STAMFORD, COLORADO",NA,NA
CERTIFIED,"SNAPCHAT, INC.",GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, CUSTOMER OPERATIONS",Y,163010,2016,"VENICE, CALIFORNIA",-118.4694832,33.9850469
CERTIFIED,"TURLOCK RV CENTER, INC.",GENERAL AND OPERATIONS MANAGERS,MANAGING DIRECTOR,Y,131019,2016,"TURLOCK, CALIFORNIA",-120.8465941,37.4946568
DENIED,FOUR FIVE EIGHT LLC,GENERAL AND OPERATIONS MANAGERS,GENERAL AND OPERATIONS MANAGER,Y,780000,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
CERTIFIED,PROXIMA DISPLAYS INC.,GENERAL AND OPERATIONS MANAGERS,VICE PRESIDENT / GENERAL MANAGER,Y,92352,2016,"CARSON, CALIFORNIA",-118.281693,33.8316745
CERTIFIED,SMITHSONIAN INSTITUTION,GENERAL AND OPERATIONS MANAGERS,"DIRECTOR, SMITHSONIAN FOLKWAYS RECORDINGS",Y,145538,2016,"WASHINGTON, DISTRICT OF COLUMBIA",-77.0368707,38.9071923
CERTIFIED,"FISERV AUTOMOTIVE SOLUTIONS, INC.",GENERAL AND OPERATIONS MANAGERS,"PRESIDENT, LENDING SOLUTIONS",Y,174429,2016,"KING OF PRUSSIA, PENNSYLVANIA",-75.3835525,40.1012856
CERTIFIED,"VISVA, INC.",GENERAL AND OPERATIONS MANAGERS,CEO,Y,71282,2016,"CUPERTINO, CALIFORNIA",-122.0321823,37.3229978
